lat,lon,city,state,address,elementary,middle,high,property_url
42.500934,-71.411936,Acton,MA,6 Blue Heron Way Unit 6,Acton Boxboro,Grey Middle School,Acton Boxboro Hs,https://www.realtor.com/realestateandhomes-detail/6-Blue-Heron-Way_Acton_MA_01720_M45733-12887
42.47812,-71.407816,Acton,MA,5 Myrtle Dr,Parker Damon,Rj Grey Junior High,Acton Boxborough High School,https://www.realtor.com/realestateandhomes-detail/5-Myrtle-Dr_Acton_MA_01720_M35909-30152
42.500909,-71.463641,Acton,MA,220 Newtown Rd,Choice Of 6,R.J. Grey,Acton-Boxborough,https://www.realtor.com/realestateandhomes-detail/220-Newtown-Rd_Acton_MA_01720_M42598-27927
42.494508,-71.410347,Acton,MA,9 Ladyslipper Ln,"K-6,Parker Damon School","Rjgrey,7-8","Abrhs,9-12",https://www.realtor.com/realestateandhomes-detail/9-Ladyslipper-Ln_Acton_MA_01720_M49712-04504
42.499515,-71.457592,Acton,MA,6 Genevieve Ln,Acton,Rj Grey Jhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/6-Genevieve-Ln_Acton_MA_01720_M92962-86791
42.48418,-71.431213,Acton,MA,30-32 Concord Rd,Conant,Rj Grey,A-B Hs,https://www.realtor.com/realestateandhomes-detail/30-32-Concord-Rd_Acton_MA_01720_M91221-89715
42.484989,-71.426326,Acton,MA,28 Old Village Rd,,,Abrhs,https://www.realtor.com/realestateandhomes-detail/28-Old-Village-Rd_Acton_MA_01720_M32640-03040
42.503241,-71.419086,Acton,MA,9 Wampus Ave Apt 4,,R.J. Grey,A.B.R.H.S.,https://www.realtor.com/realestateandhomes-detail/9-Wampus-Ave-Apt-4_Acton_MA_01720_M45788-28246
42.476589,-71.423396,Acton,MA,81 Alcott St,Parker Damon,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/81-Alcott-St_Acton_MA_01720_M30180-03552
42.443032,-71.440623,Acton,MA,39 Adams St,Acton,Rj Grey,,https://www.realtor.com/realestateandhomes-detail/39-Adams-St_Acton_MA_01720_M46485-62791
42.507351,-71.431274,Acton,MA,20 Parkland Ln Unit 20,Abrs,R.J. Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/20-Parkland-Ln_Acton_MA_01720_M32066-29627
42.44563,-71.436654,Acton,MA,245 High St,,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/245-High-St_Acton_MA_01720_M39703-97657
