lat,lon,city,state,address,level,mls_name,ncessch,nces_name,leaid,match_method
42.57284,-71.818795,Fitchburg,MA,274 Clarendon St,elementary,Reingold Elementary School,250489000702,Reingold Elementary,2504890,best_match
42.607119,-71.798444,Fitchburg,MA,49 Richardson Rd,elementary,Crocker Elementary School,250489000696,Crocker Elementary,2504890,best_match
42.575912,-71.812798,Fitchburg,MA,50 Frankfort St Unit 3,elementary,South Street,250489002469,South Street Early Learning Center,2504890,best_match
42.63418,-71.817149,Fitchburg,MA,410 Billings Rd,elementary,Crocker Elementary School,250489000696,Crocker Elementary,2504890,best_match
42.571903,-71.809768,Fitchburg,MA,20 George St,elementary,South Street Elementary School,250489002469,South Street Early Learning Center,2504890,distinctive_token
42.577595,-71.835281,Fitchburg,MA,50 Grand St,elementary,Reingold,250489000702,Reingold Elementary,2504890,best_match
42.561081,-71.83728,Fitchburg,MA,34 Mountain Laurel Ln Unit 34,elementary,Reingold Elem,250489000702,Reingold Elementary,2504890,best_match
42.558995,-71.807438,Fitchburg,MA,491 Mount Elam Rd,elementary,South Street Elementary,250489002469,South Street Early Learning Center,2504890,distinctive_token
42.566627,-71.803534,Fitchburg,MA,34 Jeffrey St,elementary,South Street Elementary,250489002469,South Street Early Learning Center,2504890,distinctive_token
42.594972,-71.787403,Fitchburg,MA,509 North St,elementary,Mckay Elementary,250489002775,McKay Elementary School,2504890,best_match
42.590499,-71.804771,Fitchburg,MA,141 Mechanic St,elementary,Crocker Elementary School,250489000696,Crocker Elementary,2504890,best_match
42.58896,-71.800552,Fitchburg,MA,10 Nutting St,elementary,Crocker,250489000696,Crocker Elementary,2504890,best_match
42.574951,-71.802528,Fitchburg,MA,9-11 Warren St,elementary,Fitchburg Public Schools,,,,
42.578811,-71.83583,Fitchburg,MA,7 Terrace Pl,elementary,Crocker,250489000696,Crocker Elementary,2504890,best_match
42.586429,-71.79816,Fitchburg,MA,8 Jay St,elementary,Crocker Elementary School,250489000696,Crocker Elementary,2504890,best_match
42.590431,-71.802193,Fitchburg,MA,149 High St,elementary,South Street,250489002469,South Street Early Learning Center,2504890,best_match
42.590459,-71.797374,Fitchburg,MA,168 Mount Vernon St,elementary,Crocker Elementary,250489000696,Crocker Elementary,2504890,best_match
42.585298,-71.795605,Fitchburg,MA,118 Blossom St,elementary,Crocker,250489000696,Crocker Elementary,2504890,best_match
42.585164,-71.782409,Fitchburg,MA,15 Redman Pl,elementary,Mckay,250489002775,McKay Elementary School,2504890,best_match
42.577052,-71.782709,Fitchburg,MA,251 Boutelle St,elementary,Fitchburg Public Schools,,,,
42.58736,-71.806122,Fitchburg,MA,10 Prospect St,elementary,Memorial,250879000621,Spaulding Memorial,2508790,best_match
42.556531,-71.793543,Fitchburg,MA,66 Swan Ave,elementary,Reingold,250489000702,Reingold Elementary,2504890,best_match
42.574145,-71.820442,Fitchburg,MA,86 Edwards St,elementary,Reingold School,250489000702,Reingold Elementary,2504890,best_match
42.577446,-71.81658,Fitchburg,MA,259 Beech St,elementary,Reingold,250489000702,Reingold Elementary,2504890,best_match
42.55765,-71.794871,Fitchburg,MA,122 Swan Ave,elementary,South Street School,250489002469,South Street Early Learning Center,2504890,best_match
42.569917,-71.803666,Fitchburg,MA,111 Seneca St,elementary,South St. Elementary,250489002469,South Street Early Learning Center,2504890,distinctive_token
42.571739,-71.790291,Fitchburg,MA,55 Canton St,elementary,Mckay,250489002775,McKay Elementary School,2504890,best_match
42.579438,-71.818348,Fitchburg,MA,22 Plymouth St,elementary,Reingold Elementary School,250489000702,Reingold Elementary,2504890,best_match
42.666875,-73.04221,Florida,MA,9 S County Rd,elementary,Gabriel Abbott Mem.,,,,
42.668656,-73.049418,Florida,MA,N Central Shaft Rd,elementary,Gabriel Abbott Mem.,,,,
42.720143,-73.028398,Florida,MA,174 Tilda Hill Rd,elementary,Gabriel Abbott Mem.,,,,
42.693888,-73.021009,Florida,MA,29 Moores Rd,elementary,Gabriel Abbott Mem.,,,,
41.679322,-70.530626,Forestdale,MA,1 Pebble Path,elementary,Forestdale School,251047002857,Forestdale School,2510470,best_match
41.687547,-70.521345,Forestdale,MA,8 Racoon Ln,elementary,Forestdale,251047002857,Forestdale School,2510470,best_match
42.073341,-71.239996,Foxborough,MA,2 Margaret Rd,elementary,Burrill/ Yelle,,,,
42.079604,-71.244635,Foxborough,MA,30 Creighton Ave,elementary,Igo Elementary,250495000724,Vincent M Igo Elementary,2504950,best_match
42.335242,-71.437625,Framingham,MA,1083 Edgell Rd,elementary,Hemenway Elem,250498000721,Hemenway,2504980,best_match
42.316297,-71.425873,Framingham,MA,67 Leigh St,elementary,Dunning Elementary,250498000716,Charlotte A Dunning,2504980,distinctive_token
42.333593,-71.403659,Framingham,MA,15 Michael Rd,elementary,Potter Rd/ Hemingway,250498000731,Potter Road,2504980,distinctive_token
42.335127,-71.427111,Framingham,MA,8 Sloane Dr,elementary,Henenway Elementary,,,,
42.297234,-71.452926,Framingham,MA,1321 Worcester Rd Apt 303,elementary,Brophy Elementary,250498000714,Brophy,2504980,best_match
42.332083,-71.461606,Framingham,MA,1059 Grove St,elementary,King,250498002823,King Elementary School,2504980,best_match
42.326913,-71.451158,Framingham,MA,301 Winch St,elementary,Hemenway Elementary,250498000721,Hemenway,2504980,best_match
42.286703,-71.445426,Framingham,MA,175 Edgewater Dr,elementary,Brophy Elementary School,250498000714,Brophy,2504980,best_match
42.320341,-71.393532,Framingham,MA,13 Hamilton St,elementary,Mary E. Stapleton Elementary,250498000726,Mary E Stapleton Elementary,2504980,best_match
42.273236,-71.40242,Framingham,MA,154 2nd St Apt 111,elementary,Harmony Grove,250498000734,Harmony Grove Elementary,2504980,best_match
42.306945,-71.407838,Framingham,MA,6 Ruth Dr,elementary,Parent Info Center,250732001368,Early Childhood Center,2507320,distinctive_token
42.267987,-71.402425,Framingham,MA,9 Weld St Apt 19,elementary,Harmony Grove Elementary,250498000734,Harmony Grove Elementary,2504980,best_match
42.318669,-71.450315,Framingham,MA,576 Grove St,elementary,Brophy Elementary School,250498000714,Brophy,2504980,best_match
42.3095,-71.412075,Framingham,MA,5 Summer Ln,elementary,Charlotte Dunning,250498000716,Charlotte A Dunning,2504980,best_match
42.319094,-71.451412,Framingham,MA,616 Grove St,elementary,Brophy,250498000714,Brophy,2504980,best_match
42.321354,-71.419688,Framingham,MA,8 Fairbrook Rd,elementary,Hemenway,250498000721,Hemenway,2504980,best_match
42.336906,-71.44969,Framingham,MA,15 Carter Dr,elementary,Schl Chc,,,,
42.309302,-71.422259,Framingham,MA,61 Indian Head Rd,elementary,Dunning Elementary School,250498000716,Charlotte A Dunning,2504980,distinctive_token
42.320478,-71.459406,Framingham,MA,5 Baiting Brook Rd Unit 5,elementary,Framingham,,,,
42.316724,-71.428744,Framingham,MA,51 Higgins Rd,elementary,Framingham,,,,
42.270217,-71.419007,Framingham,MA,308 Hollis St,elementary,Barbieri,250498000727,Barbieri Elementary,2504980,best_match
42.271121,-71.414161,Framingham,MA,92 Alexander St,elementary,Woodrow Wilson,,,,
42.285122,-71.403569,Framingham,MA,66 Bishop Dr Unit 66,elementary,Paul Barbieri Jr,250498000727,Barbieri Elementary,2504980,distinctive_token
42.278265,-71.453414,Framingham,MA,2 William J Hts,elementary,Mccarthy,250498000728,Miriam F McCarthy School,2504980,best_match
42.267987,-71.402425,Framingham,MA,15 Weld St Apt 24,elementary,Framingham,,,,
42.299352,-71.412666,Framingham,MA,46 Cochituate Rd Apt 201,elementary,Framingham Has,,,,
42.289925,-71.404884,Framingham,MA,369 Grant St Apt 1,elementary,Parent Choice,,,,
42.293018,-71.461608,Framingham,MA,1500 Worcester Rd Apt 308,elementary,Brophy Elementary School,250498000714,Brophy,2504980,best_match
42.272192,-71.425927,Framingham,MA,13 Hilton St,elementary,Harmony Grove,250498000734,Harmony Grove Elementary,2504980,best_match
42.269596,-71.403477,Framingham,MA,7 Weld St Apt 50,elementary,Framingham,,,,
42.328565,-71.404139,Framingham,MA,75 Nicholas Rd Apt G,elementary,Mary E Stapleton,250498000726,Mary E Stapleton Elementary,2504980,best_match
42.269596,-71.403477,Framingham,MA,9 Weld St Apt 15,elementary,Woodrow Wilson Elementary,,,,
42.308558,-71.480209,Framingham,MA,987 Pleasant St,elementary,Brophy Elementary School,250498000714,Brophy,2504980,best_match
42.269596,-71.403477,Framingham,MA,9 Weld St Apt 14,elementary,Woodrow Wilson Elementary,,,,
42.328565,-71.404139,Framingham,MA,81 Nicholas Rd Apt H,elementary,Mary E Stapleto,250498000726,Mary E Stapleton Elementary,2504980,distinctive_token
42.328565,-71.404139,Framingham,MA,79 Nicholas Rd Apt H,elementary,Mary E Stapleto,250498000726,Mary E Stapleton Elementary,2504980,distinctive_token
42.093898,-71.393141,Franklin Town,MA,3 Vintage Way,elementary,Lincoln Elementary Schools,,,,
42.093769,-71.436492,Franklin Town,MA,46 Conlyn Ave,elementary,Washington Street Complex,250501000741,Oak Street Elementary,2505010,distinctive_token
42.125225,-71.39509,Franklin Town,MA,5 Shepard Rd,elementary,Lincoln St,,,,
42.06866,-71.393557,Franklin Town,MA,6 Lockewood Dr,elementary,Washington Street School,250501000741,Oak Street Elementary,2505010,distinctive_token
42.084928,-71.404754,Franklin Town,MA,204 School St,elementary,Davis Thayer,,,,
42.121748,-71.390852,Franklin Town,MA,225 Daniels St,elementary,Elementary - 4,,,,
42.112114,-71.377955,Franklin Town,MA,10 Homes Ave,elementary,Lincoln,,,,
42.084999,-71.379961,Franklin Town,MA,5 Magnolia Dr Unit 5,elementary,Washington St K-5,,,,
42.067587,-71.447175,Franklin Town,MA,59 Oxford Dr,elementary,Washington St,,,,
42.101881,-71.429034,Franklin Town,MA,4 Jimmy St,elementary,Lincoln Street,250501000741,Oak Street Elementary,2505010,distinctive_token
42.120301,-71.39422,Franklin Town,MA,68 Oliver Pond Cir Unit 55,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
42.114277,-71.408191,Franklin Town,MA,64 Deerview Way,elementary,Lincoln Street,250501000741,Oak Street Elementary,2505010,distinctive_token
42.123949,-71.379571,Franklin Town,MA,71 Silver Fox Rd,elementary,Lincoln Street Elementary,250501000741,Oak Street Elementary,2505010,distinctive_token
42.083096,-71.431861,Franklin Town,MA,120 Stone Ridge Rd Unit 120,elementary,Washington Street,250501000741,Oak Street Elementary,2505010,distinctive_token
42.099304,-71.388178,Franklin Town,MA,Longhill Rd Lot A,elementary,Lincoln St,,,,
42.085407,-71.402382,Franklin Town,MA,120 Union St Unit 1,elementary,Davis Thayer,,,,
42.088115,-71.380103,Franklin Town,MA,300 Chestnut St,elementary,Lincoln St Elementary,,,,
42.081078,-71.393829,Franklin Town,MA,90 E Central St Apt 304,elementary,Washington,,,,
42.079405,-71.396456,Franklin Town,MA,44 Winter St,elementary,Washington St Complex,250501000741,Oak Street Elementary,2505010,abbrev_expand
42.108461,-71.379275,Franklin Town,MA,169 Brook St,elementary,Keller,250501001694,Helen Keller Elementary,2505010,best_match
42.093773,-71.426353,Franklin Town,MA,81 Oliver Pond Cir Unit 8,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
42.055382,-71.434512,Franklin Town,MA,Spring St Lot 2,elementary,Washington,,,,
42.098306,-71.411416,Franklin Town,MA,2 Angelo Way,elementary,Lincoln Elementary,,,,
42.13402,-71.390279,Franklin Town,MA,4 Fuller Pl,elementary,Lincoln Elementary,,,,
42.056953,-71.451207,Franklin Town,MA,241 Prospect St,elementary,Washington Elementary,,,,
42.094063,-71.426483,Franklin Town,MA,89 Oliver Pond Cir Unit 4,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
42.07644,-71.392811,Franklin Town,MA,127 Kings St Unit 304,elementary,Parmenter,250501002519,Parmenter,2505010,best_match
42.110709,-71.385491,Franklin Town,MA,622 Lisa Ln,elementary,Keller,250501001694,Helen Keller Elementary,2505010,best_match
42.120857,-71.39468,Franklin Town,MA,90 Oliver Pond Cir Unit 43,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
42.055655,-71.434342,Franklin Town,MA,Spring St Lot 1,elementary,Washington,,,,
42.124808,-71.39913,Franklin Town,MA,734 Lincoln St,elementary,Keller,250501001694,Helen Keller Elementary,2505010,best_match
42.121092,-71.394074,Franklin Town,MA,85 Oliver Pond Cir Unit 6,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
42.122825,-71.415172,Franklin Town,MA,15 Winthrop Dr,elementary,Lincoln Street,250501000741,Oak Street Elementary,2505010,distinctive_token
42.120801,-71.393592,Franklin Town,MA,77 Oliver Pond Cir Unit 10,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
42.12087,-71.39368,Franklin Town,MA,79 Oliver Pond Cir Unit 9,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
42.120706,-71.394433,Franklin Town,MA,80 Oliver Pond Cir Unit 59,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
42.121161,-71.394359,Franklin Town,MA,91 Oliver Pond Cir Unit 3,elementary,Jfk Memorial,250501000740,J F Kennedy Memorial,2505010,abbrev_expand
41.799535,-71.031374,Freetown,MA,8 Rebecca Rd,elementary,Freetown Elementary School,250507002735,Freetown Elementary School,2505070,best_match
41.766374,-70.986959,Freetown,MA,92 Chace Rd,elementary,Freetown Elementary School,250507002735,Freetown Elementary School,2505070,best_match
41.794525,-71.075165,Freetown,MA,39 Water St,elementary,Freetown Elementary School,250507002735,Freetown Elementary School,2505070,best_match
41.79603,-71.070665,Freetown,MA,6 Hadley Heights Way,elementary,Freetown Elementary School,250507002735,Freetown Elementary School,2505070,best_match
41.725757,-71.005302,Freetown,MA,163 Quanapoag Rd,elementary,Freetown,250507002735,Freetown Elementary School,2505070,best_match
41.775591,-70.941752,Freetown,MA,21 Beech Bluff Rd,elementary,Freetown Elementary,250507002735,Freetown Elementary School,2505070,best_match
41.785698,-70.952407,Freetown,MA,6 Gerard Ave,elementary,Freetown Elementary School,250507002735,Freetown Elementary School,2505070,best_match
41.797746,-71.080656,Freetown,MA,11 Jeffrey Ln,elementary,Freetown Elementary K-3,250507002735,Freetown Elementary School,2505070,best_match
41.754581,-70.942652,Freetown,MA,4 Clermont Way,elementary,Freetown Elem/ George R Austin,250507002735,Freetown Elementary School,2505070,best_match
41.799183,-71.019487,Freetown,MA,11C H Clark Dr,elementary,Freetown Elementary,250507002735,Freetown Elementary School,2505070,best_match
41.732859,-70.969255,Freetown,MA,19 Quanapoag Rd,elementary,Freetown Elementary School,250507002735,Freetown Elementary School,2505070,best_match
41.714458,-71.010902,Freetown,MA,9 Cottle Ln,elementary,Freetown Elementary,250507002735,Freetown Elementary School,2505070,best_match
41.764715,-70.950096,Freetown,MA,118 County Rd,elementary,Freetown Elementary,250507002735,Freetown Elementary School,2505070,best_match
41.809158,-71.02836,Freetown,MA,8 Dunham Rd,elementary,Freetown/Austin Intermediate,250507002735,Freetown Elementary School,2505070,distinctive_token
41.783994,-71.068401,Freetown,MA,36 High St,elementary,Freetown Elementary Prek3,250507002735,Freetown Elementary School,2505070,best_match
41.786347,-71.075583,Freetown,MA,24 Alexandra Dr,elementary,Freetown Elementary School,250507002735,Freetown Elementary School,2505070,best_match
41.754791,-71.000958,Freetown,MA,13 King Philip Way,elementary,Freetown Elemen,250507002735,Freetown Elementary School,2505070,distinctive_token
41.786249,-71.0715,Freetown,MA,12 Alexandra Dr,elementary,Freetown Elementary School,250507002735,Freetown Elementary School,2505070,best_match
42.574737,-71.974941,Gardner,MA,3 Highfield Rd,elementary,Gardner Elementary School,250513000750,Gardner Elementary School,2505130,best_match
42.578085,-71.984505,Gardner,MA,35 Cedar St Apt 6,elementary,Gardner,250513000750,Gardner Elementary School,2505130,best_match
42.553695,-71.98005,Gardner,MA,54 Charles St,elementary,Gardner Elementary,250513000750,Gardner Elementary School,2505130,best_match
42.536881,-71.978264,Gardner,MA,688 Whitney St,elementary,Gardner Elementary,250513000750,Gardner Elementary School,2505130,best_match
42.581601,-71.976159,Gardner,MA,53 Ridgewood Ln Apt 16,elementary,Gardner,250513000750,Gardner Elementary School,2505130,best_match
42.573701,-71.990595,Gardner,MA,53 Peabody St,elementary,Gardner Elementary School,250513000750,Gardner Elementary School,2505130,best_match
42.552045,-71.977556,Gardner,MA,61 Lovewell St,elementary,Gardner Elementary,250513000750,Gardner Elementary School,2505130,best_match
42.577428,-71.986765,Gardner,MA,83 Chestnut St,elementary,Gardner Elementary School,250513000750,Gardner Elementary School,2505130,best_match
42.571182,-71.984626,Gardner,MA,353 Chestnut St,elementary,Gardner Elementary School,250513000750,Gardner Elementary School,2505130,best_match
42.572734,-71.992686,Gardner,MA,205 Pine St,elementary,Gardner Elementary School,250513000750,Gardner Elementary School,2505130,best_match
42.570831,-71.991951,Gardner,MA,287 Pine St,elementary,Gardner,250513000750,Gardner Elementary School,2505130,best_match
42.573611,-71.963089,Gardner,MA,17 Foster Ct,elementary,Gardner Elementary,250513000750,Gardner Elementary School,2505130,best_match
42.735759,-71.006574,Georgetown,MA,23 Old Jacobs Rd,elementary,Penn Brook,250522000765,Penn Brook,2505220,best_match
42.723368,-70.990352,Georgetown,MA,41 E Main St,elementary,Penn Brook,250522000765,Penn Brook,2505220,best_match
42.718922,-70.997784,Georgetown,MA,6 Londonderry Ln,elementary,Penn Brook,250522000765,Penn Brook,2505220,best_match
42.727586,-71.006172,Georgetown,MA,105 Lakeshore Dr,elementary,Penn Brook Elementary,250522000765,Penn Brook,2505220,best_match
42.721108,-70.967095,Georgetown,MA,11 Marlboro Rd,elementary,Penn Brook,250522000765,Penn Brook,2505220,best_match
42.726411,-71.004417,Georgetown,MA,83 Lakeshore Dr,elementary,Penn Brook,250522000765,Penn Brook,2505220,best_match
42.743551,-70.975064,Georgetown,MA,113 Thurlow St,elementary,Penn Brook,250522000765,Penn Brook,2505220,best_match
42.71187,-71.006512,Georgetown,MA,41 Baldpate Rd,elementary,Georgetown Elem,250522000766,Perley Elementary,2505220,distinctive_token
42.723005,-70.994142,Georgetown,MA,17 Andover St Apt 2,elementary,Perley,250522000766,Perley Elementary,2505220,best_match
42.746177,-70.948546,Georgetown,MA,14 Web Rd,elementary,Penn Brook,250522000765,Penn Brook,2505220,best_match
42.72779,-70.9948,Georgetown,MA,85 W Main St,elementary,Georgetown,,,,
42.74478,-70.974058,Georgetown,MA,109 Thurlow St,elementary,Penn Brook Elementary,250522000765,Penn Brook,2505220,best_match
42.721908,-70.969369,Georgetown,MA,27 Searle St,elementary,Perley,250522000766,Perley Elementary,2505220,best_match
42.631342,-72.516215,Gill,MA,223 Main Rd,elementary,Gill Elementary School,250527002382,Gill Elementary,2505270,best_match
42.652308,-72.473835,Gill,MA,464 Main Rd,elementary,Gill Elementary,250527002382,Gill Elementary,2505270,best_match
42.611595,-72.501616,Gill,MA,31 Pisgah Mountain Rd,elementary,Gill Elementary,250527002382,Gill Elementary,2505270,best_match
42.617435,-70.646049,Gloucester,MA,38R Bass Ave,elementary,Veterans Elementary,250528000780,Veterans Memorial,2505280,distinctive_token
42.615556,-70.662097,Gloucester,MA,80 Prospect St Unit 7,elementary,East Vets,250528000771,East Gloucester Elementary,2505280,distinctive_token
42.656916,-70.675261,Gloucester,MA,65 Leonard St,elementary,Plum Cove,250528000877,Plum Cove School,2505280,best_match
42.672733,-70.664795,Gloucester,MA,6 MT Locust Pl Unit 2,elementary,Plum Cove,250528000877,Plum Cove School,2505280,best_match
42.646028,-70.701919,Gloucester,MA,7 Sea Fox Ln,elementary,West Parish,250528000781,West Parish,2505280,best_match
42.594736,-70.682316,Gloucester,MA,69 Dolliver Neck Rd,elementary,East Veterans,,,,
42.615225,-70.648288,Gloucester,MA,65 E Main St Apt 3,elementary,East Veterans Elementary,250528000771,East Gloucester Elementary,2505280,embedding
42.613055,-70.674502,Gloucester,MA,32 Blynman Ave,elementary,East Veterans,,,,
42.624024,-70.673891,Gloucester,MA,25 Poplar St,elementary,Beaman Elementary,,,,
42.601656,-70.654616,Gloucester,MA,28 Eastern Point Rd,elementary,East Vets,250528000771,East Gloucester Elementary,2505280,distinctive_token
42.646967,-70.702289,Gloucester,MA,8 Schooner Rdg,elementary,West Parish,250528000781,West Parish,2505280,best_match
42.572978,-70.713549,Gloucester,MA,35 Shore Rd,elementary,West Parish,250528000781,West Parish,2505280,best_match
42.659974,-70.677135,Gloucester,MA,77 Norwood Hts,elementary,Plum Cove,250528000877,Plum Cove School,2505280,best_match
42.679159,-70.657744,Gloucester,MA,12 Andrews St,elementary,Plum Cove,250528000877,Plum Cove School,2505280,best_match
42.651296,-70.669241,Gloucester,MA,31 Dennison St,elementary,Plum Cove,250528000877,Plum Cove School,2505280,best_match
42.600062,-70.654035,Gloucester,MA,7 Lighthouse Way,elementary,East Veterans,,,,
42.64712,-70.695058,Gloucester,MA,178 Atlantic St,elementary,West Parish,250528000781,West Parish,2505280,best_match
42.601656,-70.654616,Gloucester,MA,28 Eastern Point Rd,elementary,East Vets,250528000771,East Gloucester Elementary,2505280,distinctive_token
42.610682,-70.669435,Gloucester,MA,4 Lewis Ct,elementary,Beeman Memorial,250528000770,Beeman Memorial,2505280,best_match
42.628614,-70.678796,Gloucester,MA,3 Pirmi Ln Unit 4,elementary,Beeman,250528000770,Beeman Memorial,2505280,best_match
42.615623,-70.691314,Gloucester,MA,24 Cobblestone Ln Unit 603,elementary,West Parish,250528000781,West Parish,2505280,best_match
42.620134,-70.749664,Gloucester,MA,79 Woodman St,elementary,West Parish,250528000781,West Parish,2505280,best_match
42.636051,-70.679054,Gloucester,MA,10 Hudson Rd,elementary,Plum Cove,250528000877,Plum Cove School,2505280,best_match
42.618453,-70.660463,Gloucester,MA,36 Warner St,elementary,Veteran's East,250528000771,East Gloucester Elementary,2505280,distinctive_token
42.587872,-70.661112,Gloucester,MA,5 Elm Ave,elementary,East Veterans,,,,
42.612774,-70.661415,Gloucester,MA,191 Main St Unit 2A,elementary,East Veterans,,,,
42.636063,-70.731071,Gloucester,MA,7 Leaman Dr,elementary,Beaman,,,,
42.600661,-70.654295,Gloucester,MA,5 Grapevine Rd,elementary,East Veterans,,,,
42.589585,-70.659402,Gloucester,MA,3 Toronto Ave,elementary,East Gloucester,250528000771,East Gloucester Elementary,2505280,best_match
42.652861,-70.694625,Gloucester,MA,4 Crane Way,elementary,West Parish,250528000781,West Parish,2505280,best_match
42.613417,-70.661384,Gloucester,MA,196 Main St Unit 2,elementary,East Veterans,,,,
42.628614,-70.678796,Gloucester,MA,3 Pirmi Ln Unit 1,elementary,Beeman,250528000770,Beeman Memorial,2505280,best_match
42.625309,-70.629761,Gloucester,MA,6-8 Joppa Way,elementary,East Veterans,,,,
42.408834,-72.796384,Goshen,MA,28 Birch Rd,elementary,New Hingham,250001401275,New Hingham Regional Elementary,2500014,best_match
42.443436,-72.796623,Goshen,MA,18 W Shore Dr,elementary,New Hingham,250001401275,New Hingham Regional Elementary,2500014,best_match
42.187595,-71.701205,Grafton,MA,4 Powerline Dr,elementary,South Grafton Elementary,250537000788,South Grafton Elementary,2505370,best_match
42.169764,-71.647269,Grafton,MA,46 Tulip Cir Unit 46,elementary,Grafton,250537000788,South Grafton Elementary,2505370,best_match
42.168146,-71.651378,Grafton,MA,16 Seaver Farm Ln,elementary,South Grafton Elementary,250537000788,South Grafton Elementary,2505370,best_match
42.199229,-71.687592,Grafton,MA,18 Bruce St,elementary,South Grafton/Millbury St,251323002219,Grafton Street,2513230,abbrev_expand
42.201448,-71.681533,Grafton,MA,49 South St,elementary,North Street,250537002754,North Street Elementary School,2505370,best_match
42.20364,-71.686935,Grafton,MA,14 South St,elementary,Grafton,251323002219,Grafton Street,2513230,embedding
42.219992,-71.680771,Grafton,MA,85 North St,elementary,North St Elementary,250537002754,North Street Elementary School,2505370,abbrev_expand
42.177248,-71.677866,Grafton,MA,26 Summerfield Dr Unit 17,elementary,Sges,,,,
42.176823,-71.691674,Grafton,MA,11 Sampson St Unit 11,elementary,South Grafton Elementary,250537000788,South Grafton Elementary,2505370,best_match
42.227713,-71.657807,Grafton,MA,25 Valley View Dr,elementary,Nges,,,,
42.169764,-71.647269,Grafton,MA,48 Tulip Cir Unit 48,elementary,Sges,,,,
42.234447,-71.677168,Grafton,MA,36 Magnolia Ln,elementary,North Grafton,250537000787,North Grafton Elementary,2505370,best_match
42.237978,-71.655209,Grafton,MA,17 Stoneybrook Rd,elementary,North Street Elementary School,250537002754,North Street Elementary School,2505370,best_match
42.175938,-71.698784,Grafton,MA,66 Fisherville Ter Unit 0,elementary,Sges,,,,
42.220524,-71.725975,Grafton,MA,32 Samuel Dr Unit 1008,elementary,Grafton,251323002219,Grafton Street,2513230,embedding
42.17588,-71.697723,Grafton,MA,53 Fisherville Ter Unit 0,elementary,Sges,,,,
42.175968,-71.69854,Grafton,MA,64 Fisherville Ter Unit 0,elementary,Sges,,,,
42.17601,-71.699654,Grafton,MA,81 Fisherville Ter Unit 0,elementary,Sges,,,,
42.175968,-71.699051,Grafton,MA,80 Fisherville Ter Unit 0,elementary,Sges,,,,
42.175568,-71.699211,Grafton,MA,79 Fisherville Ter Unit 0,elementary,Sges,,,,
42.175568,-71.699211,Grafton,MA,77 Fisherville Ter Unit 0,elementary,Sges,,,,
42.274803,-72.470943,Granby,MA,23 School St,elementary,East Meadow,250540000789,East Meadow,2505400,best_match
42.238943,-72.461695,Granby,MA,110 Munsing Rdg,elementary,East Meadow,250540000789,East Meadow,2505400,best_match
42.280008,-72.519657,Granby,MA,172 Porter St,elementary,East Meadow,250540000789,East Meadow,2505400,best_match
42.288451,-72.535642,Granby,MA,33 Granby Hts Unit 33,elementary,East Meadow School,250540000789,East Meadow,2505400,best_match
42.258314,-72.530519,Granby,MA,79 West St,elementary,East Meadow,250540000789,East Meadow,2505400,best_match
42.288451,-72.535642,Granby,MA,24 Granby Hts Unit 24,elementary,East Meadow School,250540000789,East Meadow,2505400,best_match
42.288451,-72.535642,Granby,MA,12 Granby Hts Unit 12,elementary,East,250540000789,East Meadow,2505400,best_match
42.264633,-72.459516,Granby,MA,Chicopee St Lot 3,elementary,East Meadow,250540000789,East Meadow,2505400,best_match
42.237284,-72.53676,Granby,MA,0 Lot B-7 E State Map 15 Lot B7,elementary,East Meadow,250540000789,East Meadow,2505400,best_match
42.264477,-72.459416,Granby,MA,Chicopee St Lot 3,elementary,Granby,,,,
42.231788,-73.355544,Great Barrington,MA,54 Division St,elementary,Muddy Brook Reg.,250253001999,Muddy Brook Regional Elementary School,2502530,best_match
42.241444,-73.333981,Great Barrington,MA,11 Muddy Brook Cir,elementary,Muddy Brook Reg.,250253001999,Muddy Brook Regional Elementary School,2502530,best_match
42.19002,-73.311811,Great Barrington,MA,15 Monument Valley Rd,elementary,Muddy Brook Reg.,250253001999,Muddy Brook Regional Elementary School,2502530,best_match
42.254223,-73.368095,Great Barrington,MA,211 Cottage St,elementary,Muddy Brook Reg.,250253001999,Muddy Brook Regional Elementary School,2502530,best_match
42.196425,-73.356549,Great Barrington,MA,155 East St,elementary,Muddy Brook Reg.,250253001999,Muddy Brook Regional Elementary School,2502530,best_match
42.251472,-73.361565,Great Barrington,MA,15 Cone Ave,elementary,Muddy Brook Reg.,250253001999,Muddy Brook Regional Elementary School,2502530,best_match
42.220842,-73.397699,Great Barrington,MA,276 Division St,elementary,Muddy Brook Reg.,250253001999,Muddy Brook Regional Elementary School,2502530,best_match
42.205909,-73.342667,Great Barrington,MA,34 Fairview Ter,elementary,Muddy Brook Reg.,250253001999,Muddy Brook Regional Elementary School,2502530,best_match
