lat,lon,city,state,address,elementary,middle,high,property_url
42.12445,-70.93694,Abington,MA,60 Pattison St Unit 17,Beaver Brook & Woodsdale,Abington Middle,Abington High,https://www.realtor.com/realestateandhomes-detail/60-Pattison-St-17_Abington_MA_02351_M42293-68354
42.105317,-70.930202,Abington,MA,518 Summer St,,,Abington,https://www.realtor.com/realestateandhomes-detail/518-Summer-St_Abington_MA_02351_M35227-13179
42.106599,-70.947102,Abington,MA,23 Belmont St,Beaver Elementary,Frolio Middle,Abington High,https://www.realtor.com/realestateandhomes-detail/23-Belmont-St_Abington_MA_02351_M45932-70281
42.111881,-70.93033,Abington,MA,153 Pilgrim St,Beaver Brook,Abington Middle,,https://www.realtor.com/realestateandhomes-detail/153-Pilgrim-St_Abington_MA_02351_M37905-17094
42.115617,-70.969282,Abington,MA,22 Nardone Cir,Beaver Brook And Woodsdale,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/22-Nardone-Cir_Abington_MA_02351_M42143-50179
42.099655,-70.96389,Abington,MA,125 High St,Beaver Brook/Woodsdale,,,https://www.realtor.com/realestateandhomes-detail/125-High-St_Abington_MA_02351_M43617-74247
42.105997,-70.9301,Abington,MA,17 Melvern Rd,,Abington Middle,Abington High,https://www.realtor.com/realestateandhomes-detail/17-Melvern-Rd_Abington_MA_02351_M44572-49591
42.123973,-70.970432,Abington,MA,451 Lincoln St,,,Abington High,https://www.realtor.com/realestateandhomes-detail/451-Lincoln-St_Abington_MA_02351_M45388-53079
42.091427,-70.968685,Abington,MA,42 Allen St,Beaver Brook K-2/Woodsdale 3-4,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/42-Allen-St_Abington_MA_02351_M48779-07550
42.12757,-70.936033,Abington,MA,239 Birch St,Woodsdale/Beaver Brook,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/239-Birch-St_Abington_MA_02351_M38296-16588
42.138842,-70.970552,Abington,MA,14 Jamieson St,,Abington,Abington,https://www.realtor.com/realestateandhomes-detail/14-Jamieson-St_Abington_MA_02351_M33203-69963
42.096344,-70.949392,Abington,MA,99 Washington St,,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/99-Washington-St_Abington_MA_02351_M45292-29905
42.117509,-70.968735,Abington,MA,332 Hancock St,Woodsdale Elementary School,Frolio Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/332-Hancock-St_Abington_MA_02351_M46598-55594
42.105171,-70.948383,Abington,MA,45 Bedford St,Beaver Brook/Woodsdale,Abington,Abington,https://www.realtor.com/realestateandhomes-detail/45-Bedford-St_Abington_MA_02351_M41229-14077
42.100428,-70.969731,Abington,MA,193 Linwood St,Bbes / Woodsdale Elementary,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/193-Linwood-St_Abington_MA_02351_M35971-06853
42.122967,-70.965767,Abington,MA,144 Helen Dr,K-2 Beaver Brook 3-4 Woodsdale,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/144-Helen-Dr_Abington_MA_02351_M46643-69328
42.115584,-70.945249,Abington,MA,89 Andrew Ford Way,Woodsdale Elementary School,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/89-Andrew-Ford-Way_Abington_MA_02351_M37287-74948
42.090789,-70.969059,Abington,MA,63 Allen St,"K-2 Beaverbrook, 3-4 Woodsdale",Abington Middle School 5-8,Abington High School 9-12,https://www.realtor.com/realestateandhomes-detail/63-Allen-St_Abington_MA_02351_M46184-24793
42.092385,-70.968997,Abington,MA,33 Green St,,Abington,Abington,https://www.realtor.com/realestateandhomes-detail/33-Green-St_Abington_MA_02351_M30635-94841
42.114387,-70.995105,Abington,MA,505 Hampton Way Unit 505,John D. Abram,Abington,Abington,https://www.realtor.com/realestateandhomes-detail/505-Hampton-Way_Abington_MA_02351_M46004-90244
42.117251,-70.971669,Abington,MA,89 Presidential Dr,Woodsdale Elementary,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/89-Presidential-Dr_Abington_MA_02351_M49992-41088
42.128196,-70.963991,Abington,MA,5 Chamberlain St,Woodsdale,Abington Middle,Abington Hs,https://www.realtor.com/realestateandhomes-detail/5-Chamberlain-St_Abington_MA_02351_M34107-02608
42.133911,-70.974426,Abington,MA,8 Kingswood Dr Apt D5,Woodsdale / Beaver Brook,Abington Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/8-Kingswood-Dr-Apt-D5_Abington_MA_02351_M98369-45163
42.107595,-70.941839,Abington,MA,64 Centre Ave Apt 1,"Beaver Brook, Woodsdale","Friolo, Amhs",,https://www.realtor.com/realestateandhomes-detail/64-Centre-Ave-Apt-1_Abington_MA_02351_M35613-63767
42.119222,-70.946959,Abington,MA,1042 Washington St,Beaver Brook,Frolio,Abington High,https://www.realtor.com/realestateandhomes-detail/1042-Washington-St_Abington_MA_02351_M37071-90447
42.100349,-70.918065,Abington,MA,177 Jean Carol Rd,Beaver Brook,Frolio Middle,Abington High,https://www.realtor.com/realestateandhomes-detail/177-Jean-Carol-Rd_Abington_MA_02351_M40812-55001
42.100301,-70.954105,Abington,MA,113 Ashland St,Woodsdale,Abington Middle,Abington Hs,https://www.realtor.com/realestateandhomes-detail/113-Ashland-St_Abington_MA_02351_M43626-68630
42.091746,-70.965033,Abington,MA,48 Olson St,Beaver Brook/Woodsdale,Abington Middle,Abington High,https://www.realtor.com/realestateandhomes-detail/48-Olson-St_Abington_MA_02351_M46499-89046
42.092222,-70.969967,Abington,MA,7 Green St,Beaver Brook Elementary Schoo,Frolio Middle School,Abington High School,https://www.realtor.com/realestateandhomes-detail/7-Green-St_Abington_MA_02351_M44953-17897
42.132821,-70.966361,Abington,MA,136 Bernard Cir,Woodsdale,Abington Ms,Abington Hs,https://www.realtor.com/realestateandhomes-detail/136-Bernard-Cir_Abington_MA_02351_M43534-26676
42.120978,-70.936983,Abington,MA,292 Plymouth St,St Bridgette's,Abington Ms,Abington Hs,https://www.realtor.com/realestateandhomes-detail/292-Plymouth-St_Abington_MA_02351_M45295-82786
42.126371,-70.944705,Abington,MA,30 Highland St,Beaver Brook,Frolio Middle,Abington High,https://www.realtor.com/realestateandhomes-detail/30-Highland-St_Abington_MA_02351_M43323-90312
42.111686,-70.932216,Abington,MA,50 Pilgrim St,Beaver Brook,Abington,Abington,https://www.realtor.com/realestateandhomes-detail/50-Pilgrim-St_Abington_MA_02351_M48139-21927
42.104218,-70.956583,Abington,MA,71 Groveland St,Beaver Brook,Frollo,Abington,https://www.realtor.com/realestateandhomes-detail/71-Groveland-St_Abington_MA_02351_M47846-21970
42.100972,-70.919722,Abington,MA,182 Jean Carol Rd,Center School,Frolio Middle,Abington Hs,https://www.realtor.com/realestateandhomes-detail/182-Jean-Carol-Rd_Abington_MA_02351_M38733-31678
42.462736,-71.456937,Acton,MA,15 Central St,,,Abrhs,https://www.realtor.com/realestateandhomes-detail/15-Central-St_Acton_MA_01720_M49332-98039
42.485276,-71.449125,Acton,MA,29 Washington Dr,Boardwalk School,Rj Grey Jr Hs,Abrhs,https://www.realtor.com/realestateandhomes-detail/29-Washington-Dr_Acton_MA_01720_M46725-52091
42.507483,-71.421738,Acton,MA,380 Great Rd Apt B303,,Rj Gray,Abrhs,https://www.realtor.com/realestateandhomes-detail/380-Great-Rd-Apt-B303_Acton_MA_01720_M32685-05218
42.489284,-71.475369,Acton,MA,17 Orchard Dr,Boardwalk,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/17-Orchard-Dr_Acton_MA_01720_M42454-06007
42.493083,-71.4102,Acton,MA,6 Ladyslipper Ln,,,Abrhs,https://www.realtor.com/realestateandhomes-detail/6-Ladyslipper-Ln_Acton_MA_01720_M47009-48740
42.466251,-71.42419,Acton,MA,9 Foster St,Parker-Damon,Rj Gray Jr Hs,Abrhs,https://www.realtor.com/realestateandhomes-detail/9-Foster-St_Acton_MA_01720_M37936-94146
42.513019,-71.396727,Acton,MA,74 Canterbury Hill Rd,Choice Of 6,Rj Grey,Ab Regional,https://www.realtor.com/realestateandhomes-detail/74-Canterbury-Hill-Rd_Acton_MA_01720_M33656-18337
42.507909,-71.424926,Acton,MA,35 Greenside Ln Unit 35,Abrs,R.J. Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/35-Greenside-Ln_Acton_MA_01720_M36672-45512
42.476733,-71.428863,Acton,MA,11 Bromfield Rd,,Rj Grey,Acton-Boxborough,https://www.realtor.com/realestateandhomes-detail/11-Bromfield-Rd_Acton_MA_01720_M32539-38086
42.520617,-71.406501,Acton,MA,45 Hartland Way Unit 45,Luther Conant,Raymond J Grey Junior High,Acton-Boxborough Regional High,https://www.realtor.com/realestateandhomes-detail/45-Hartland-Way_Acton_MA_01720_M42575-51892
42.454525,-71.454871,Acton,MA,68 Main St,Parker Damon **,Rj Grey,Ab Regional,https://www.realtor.com/realestateandhomes-detail/68-Main-St_Acton_MA_01720_M37096-59445
42.51293,-71.428589,Acton,MA,16 Chestnut St,Ab Choice Of 6,Rj Grey Jr Hs,Abrhs,https://www.realtor.com/realestateandhomes-detail/16-Chestnut-St_Acton_MA_01720_M44317-72985
42.438728,-71.431897,Acton,MA,5 Westside Dr,Parker Damon Campus,Rj Grey Junior High,Acton Boxborough,https://www.realtor.com/realestateandhomes-detail/5-Westside-Dr_Acton_MA_01720_M40167-71930
42.489873,-71.42974,Acton,MA,9 Franklin Pl Unit 8,Boardwalk Lower,Acton-Boxborough Junior High,Acton-Boxborough Regional High,https://www.realtor.com/realestateandhomes-detail/9-Franklin-Pl-8_Acton_MA_01720_M37317-49496
42.488538,-71.440871,Acton,MA,33 Simon Willard Rd,Boardwalk,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/33-Simon-Willard-Rd_Acton_MA_01720_M47096-31704
42.495763,-71.395009,Acton,MA,2 Duston Ln,Acton Public,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/2-Duston-Ln_Acton_MA_01720_M36742-81990
42.490372,-71.437132,Acton,MA,4 Meadow Brook Rd,Boardwalk,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/4-Meadow-Brook-Rd_Acton_MA_01720_M49787-32224
42.461162,-71.487024,Acton,MA,30 Duggan Rd,Acton,Rj Grey Jhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/30-Duggan-Rd_Acton_MA_01720_M31867-43740
42.492585,-71.454706,Acton,MA,19 Lincoln Dr,Boardwalk Campus,Rj Grey,Acton-Boxboro Regional Hs,https://www.realtor.com/realestateandhomes-detail/19-Lincoln-Dr_Acton_MA_01720_M35964-70702
42.508766,-71.423965,Acton,MA,27 Greenside Ln Unit 59,Boardwalk Campus,Rj Grey Junior High,Acton Boxborough,https://www.realtor.com/realestateandhomes-detail/27-Greenside-Ln-59_Acton_MA_01720_M93319-69278
42.50714,-71.419457,Acton,MA,12 Meyer Hill Dr Unit 12,Choice Of Six,Rj Grey Jh,Abrhs,https://www.realtor.com/realestateandhomes-detail/12-Meyer-Hill-Dr_Acton_MA_01720_M49290-31868
42.518361,-71.429586,Acton,MA,425 Great Elm Way Unit 425,Abrs,R.J. Grey Jhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/425-Great-Elm-Way_Acton_MA_01718_M44007-67722
42.465932,-71.496736,Acton,MA,39 Ethan Allen Dr,,Rj Grey Jr.,Acton Boxborough,https://www.realtor.com/realestateandhomes-detail/39-Ethan-Allen-Dr_Acton_MA_01720_M31186-96129
42.477318,-71.462719,Acton,MA,9 Deacon Hunt Dr,Parker Damon,Rj Grey Jr Hs,Abrhs,https://www.realtor.com/realestateandhomes-detail/9-Deacon-Hunt-Dr_Acton_MA_01720_M31122-49121
42.517297,-71.426965,Acton,MA,13 Henley Rd,,R.J. Grey Junior High School,Acton-Boxborough Regional High,https://www.realtor.com/realestateandhomes-detail/13-Henley-Rd_Acton_MA_01720_M46808-21279
42.481164,-71.46936,Acton,MA,31 Elm St,,Rj Grey 7-8,Abrhs 9-12,https://www.realtor.com/realestateandhomes-detail/31-Elm-St_Acton_MA_01720_M48785-54370
42.483967,-71.441365,Acton,MA,10 John Swift Rd,Boardwalk Campus,Rj Grey Junior High,Acton Boxborough High School,https://www.realtor.com/realestateandhomes-detail/10-John-Swift-Rd_Acton_MA_01720_M31528-01467
42.453627,-71.434304,Acton,MA,128 Parker St Apt 3C,Luther Conant School (K-6),R.J. Grey Junior High School,Acton-Boxborough Regional High,https://www.realtor.com/realestateandhomes-detail/128-Parker-St-Apt-3C_Acton_MA_01720_M43368-48010
42.474937,-71.459161,Acton,MA,159 Prospect St Apt 4,,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/159-Prospect-St-Apt-4_Acton_MA_01720_M30108-76127
42.470603,-71.488237,Acton,MA,7 Woodfield Rd,Acton/Boxborough Public,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/7-Woodfield-Rd_Acton_MA_01720_M30877-72397
42.4835,-71.431249,Acton,MA,37 Concord Rd,,R.J. Grey,A.B.R.H.S.,https://www.realtor.com/realestateandhomes-detail/37-Concord-Rd_Acton_MA_01720_M32013-58990
42.506822,-71.446507,Acton,MA,315 Nagog Hill Rd,Blanchard,Rj Grey,Abhs,https://www.realtor.com/realestateandhomes-detail/315-Nagog-Hill-Rd_Acton_MA_01720_M41909-23199
42.474078,-71.463036,Acton,MA,34 Flint Rd,Acton,Rj Grey Jhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/34-Flint-Rd_Acton_MA_01720_M38045-63725
42.451444,-71.448145,Acton,MA,5 Parmley Dr,One Of Six,R.J. Grey Jr.,Ab High,https://www.realtor.com/realestateandhomes-detail/5-Parmley-Dr_Acton_MA_01720_M35271-68125
42.463078,-71.440522,Acton,MA,148 School St,,Rj Grey Jh,Abrhs,https://www.realtor.com/realestateandhomes-detail/148-School-St_Acton_MA_01720_M36957-66250
42.47811,-71.430001,Acton,MA,14 Minot Ave,Parker Damon Campus,Acton/Boxborough Junior High,Acton Boxborough Regional,https://www.realtor.com/realestateandhomes-detail/14-Minot-Ave_Acton_MA_01720_M47726-44561
42.461823,-71.493269,Acton,MA,18 Woodchester Dr,Acton,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/18-Woodchester-Dr_Acton_MA_01720_M36278-27683
42.51478,-71.399133,Acton,MA,41 Canterbury Hill Rd,,Rj Grey,Abrh,https://www.realtor.com/realestateandhomes-detail/41-Canterbury-Hill-Rd_Acton_MA_01720_M38002-07279
42.491082,-71.434232,Acton,MA,114 Nagog Hill Rd,Boardwalk Campus,Abjhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/114-Nagog-Hill-Rd_Acton_MA_01720_M36570-27859
42.474709,-71.422649,Acton,MA,3 Hawthorne St,Parker Damon,R J Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/3-Hawthorne-St_Acton_MA_01720_M35361-18952
42.477615,-71.422648,Acton,MA,76 Alcott St,Parker Damon,Rj Grey Jr High,Abrhs,https://www.realtor.com/realestateandhomes-detail/76-Alcott-St_Acton_MA_01720_M32581-49138
42.483952,-71.475443,Acton,MA,7 Mohawk Dr,Acton,Rj Grey Jhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/7-Mohawk-Dr_Acton_MA_01720_M46623-74637
42.482229,-71.431528,Acton,MA,44 Wood Ln,Acton Boxborough,Rj Gray Middle School,Acton Boxborough Regional H.S,https://www.realtor.com/realestateandhomes-detail/44-Wood-Ln_Acton_MA_01720_M46311-52991
42.502279,-71.413616,Acton,MA,18 Quail Run Unit 18,Acton/Boxborough School System,Acton/Boxborough School System,Acton/Boxborough School System,https://www.realtor.com/realestateandhomes-detail/18-Quail-Run_Acton_MA_01720_M48261-95720
42.475454,-71.427668,Acton,MA,18 Bromfield Rd,Acton Boxborough,Rj Grey Junior High,Acton Boxborough,https://www.realtor.com/realestateandhomes-detail/18-Bromfield-Rd_Acton_MA_01720_M33289-50577
42.452737,-71.447089,Acton,MA,112 High St,Acton,Rj Grey,,https://www.realtor.com/realestateandhomes-detail/112-High-St_Acton_MA_01720_M34988-08743
42.505791,-71.414526,Acton,MA,709 Main St,Choice By Rank,R.J. Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/709-Main-St_Acton_MA_01720_M95867-09484
42.513908,-71.423676,Acton,MA,5 Samantha Way Unit 7,Choices Of 6,Rj Grey,,https://www.realtor.com/realestateandhomes-detail/5-Samantha-Way-7_Acton_MA_01720_M97345-04088
42.481547,-71.461792,Acton,MA,27 Captain Browns Ln,Acton Public,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/27-Captain-Browns-Ln_Acton_MA_01720_M37620-80551
42.489038,-71.474169,Acton,MA,40 Mohawk Dr,Boardwalk,,,https://www.realtor.com/realestateandhomes-detail/40-Mohawk-Dr_Acton_MA_01720_M47267-02655
42.488522,-71.467345,Acton,MA,13 Mohegan Rd,Acton Public,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/13-Mohegan-Rd_Acton_MA_01720_M46445-98783
42.515821,-71.418918,Acton,MA,17 Alexandra Way,Choice Of 6,Rj Grey Jr,Abrhs,https://www.realtor.com/realestateandhomes-detail/17-Alexandra-Way_Acton_MA_01720_M37011-62810
42.463859,-71.435398,Acton,MA,7 Sandy Dr,,,Acton,https://www.realtor.com/realestateandhomes-detail/7-Sandy-Dr_Acton_MA_01720_M31338-26102
42.511577,-71.396607,Acton,MA,65 Canterbury Hill Rd,Luther Conant School,R.J. Grey Junior High School,Acton-Boxborough Regional High,https://www.realtor.com/realestateandhomes-detail/65-Canterbury-Hill-Rd_Acton_MA_01720_M33657-30135
42.511558,-71.425635,Acton,MA,557 Acorn Park Dr Unit 557,,Rj Grey,Acton / Box Reg,https://www.realtor.com/realestateandhomes-detail/557-Acorn-Park-Dr_Acton_MA_01720_M44940-44375
42.468767,-71.462408,Acton,MA,27 Tuttle Dr,Acton Public,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/27-Tuttle-Dr_Acton_MA_01720_M34726-55052
42.506089,-71.421154,Acton,MA,370 Great Rd Apt 8,Choice Of 6,Rj Grey,Acton/Boxboro,https://www.realtor.com/realestateandhomes-detail/370-Great-Rd-Apt-8_Acton_MA_01720_M35326-71409
42.509815,-71.415594,Acton,MA,742 Main St,Choice Of 5,Rj Grey Jh,Ab Reg H.S.,https://www.realtor.com/realestateandhomes-detail/742-Main-St_Acton_MA_01720_M37766-42759
42.459417,-71.442153,Acton,MA,1 Vanderbelt Rd,Acton,Rjgrey,Acton/Boxboro Regional High,https://www.realtor.com/realestateandhomes-detail/1-Vanderbelt-Rd_Acton_MA_01720_M30985-72520
42.515952,-71.428505,Acton,MA,4 Henley Rd,,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/4-Henley-Rd_Acton_MA_01720_M36219-39664
42.48339,-71.465498,Acton,MA,130 Arlington St,Abrs,R.J. Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/130-Arlington-St_Acton_MA_01720_M46718-81304
42.512775,-71.425911,Acton,MA,491 Acorn Park Dr Unit 62,,Rj Grey Jr. Hs,Ab Regional Hs,https://www.realtor.com/realestateandhomes-detail/491-Acorn-Park-Dr-62_Acton_MA_01720_M94315-15708
42.487849,-71.447397,Acton,MA,2 Jackson Dr,Acton Public,Rj Grey,Abhs,https://www.realtor.com/realestateandhomes-detail/2-Jackson-Dr_Acton_MA_01720_M30177-83532
42.47358,-71.427063,Acton,MA,47 Hosmer St,Choice Of 6,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/47-Hosmer-St_Acton_MA_01720_M32701-48771
42.478668,-71.474106,Acton,MA,51-55 Spruce St,,Douglas,A/B Regional,https://www.realtor.com/realestateandhomes-detail/51-55-Spruce-St_Acton_MA_01720_M97746-56763
42.520067,-71.429665,Acton,MA,232 Old Beaverbrook Unit 232,Ab Regional,R.J. Grey Jhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/232-Old-Beaverbrook_Acton_MA_01718_M43952-89628
42.478787,-71.465312,Acton,MA,12 Joseph Reed Ln,Choice Of 6,Rj.Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/12-Joseph-Reed-Ln_Acton_MA_01720_M46131-46327
42.484084,-71.42778,Acton,MA,6 Old Village Rd,Ab Choice Of 6,Rj Grey Jr Hs,Abrhs,https://www.realtor.com/realestateandhomes-detail/6-Old-Village-Rd_Acton_MA_01720_M30187-89989
42.455481,-71.463873,Acton,MA,41 Liberty St,Abrs,Abrjr,Abrh,https://www.realtor.com/realestateandhomes-detail/41-Liberty-St_Acton_MA_01720_M33778-06227
42.490475,-71.432839,Acton,MA,103 Nagog Hill Rd,Acton Public,Acton Middle,Acton Hs,https://www.realtor.com/realestateandhomes-detail/103-Nagog-Hill-Rd_Acton_MA_01720_M44691-50725
42.503502,-71.419713,Acton,MA,5 Wampus Ave Apt 7,Choice Of 6,Rj Grey Jh,Abrhs,https://www.realtor.com/realestateandhomes-detail/5-Wampus-Ave-Apt-7_Acton_MA_01720_M47295-34866
42.451195,-71.433546,Acton,MA,1 Drummer Rd Unit A5,Choices Of Six,R. J. Grey,Acton-Boxboro High School,https://www.realtor.com/realestateandhomes-detail/1-Drummer-Rd-Apt-5A_Acton_MA_01720_M35715-89128
42.462666,-71.492873,Acton,MA,8 Highland Rd,Acton,Rj Grey,Acton- Boxborough Regional,https://www.realtor.com/realestateandhomes-detail/8-Highland-Rd_Acton_MA_01720_M40681-08471
42.481288,-71.446252,Acton,MA,18 Hayward Rd,5 Grade Schools,Rj Grey A/B Jh,Act/Box High,https://www.realtor.com/realestateandhomes-detail/18-Hayward-Rd_Acton_MA_01720_M32169-29153
42.486091,-71.465809,Acton,MA,5 Perkins Ln,Acton Boxborough,Rj Grey Junior High,Acton Boxborough,https://www.realtor.com/realestateandhomes-detail/5-Perkins-Ln_Acton_MA_01720_M48586-24091
42.507483,-71.421738,Acton,MA,388 Great Rd Unit A9,Acton Boxborough School System,R J Grey Jhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/388-Great-Rd-9A_Acton_MA_01720_M40409-20260
42.458765,-71.468685,Acton,MA,6 Beacon Ct,,,Abrhs,https://www.realtor.com/realestateandhomes-detail/6-Beacon-Ct_Acton_MA_01720_M33310-57003
42.478987,-71.409573,Acton,MA,32 Pope Rd,Acton,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/32-Pope-Rd_Acton_MA_01720_M35732-66096
42.444005,-71.441293,Acton,MA,1 Carlton Dr,Acton,R.J. Grey,,https://www.realtor.com/realestateandhomes-detail/1-Carlton-Dr_Acton_MA_01720_M38930-49000
42.518361,-71.429586,Acton,MA,262 Brown Bear Xing Unit 262,Acton Boxborough,Rj Grey Junior High,Acton Boxborough,https://www.realtor.com/realestateandhomes-detail/262-Brown-Bear-Xing_Acton_MA_01718_M33747-38344
42.507616,-71.420821,Acton,MA,380A Great Rd Apt 301,,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/380A-Great-Rd-Apt-301_Acton_MA_01720_M45213-32428
42.515071,-71.394885,Acton,MA,87 Canterbury Hill Rd,Choice Of 6,R J Grey Junior High Sch,Ab Regional High,https://www.realtor.com/realestateandhomes-detail/87-Canterbury-Hill-Rd_Acton_MA_01720_M46253-02238
42.460979,-71.454704,Acton,MA,131 Main St Unit 131,Choice Of 5,Grey,Acton-Boxboro,https://www.realtor.com/realestateandhomes-detail/131-Main-St_Acton_MA_01720_M98032-36412
42.461041,-71.420956,Acton,MA,59 Lexington Dr,Acton,Rj Grey Jhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/59-Lexington-Dr_Acton_MA_01720_M37382-42423
42.520067,-71.429665,Acton,MA,238 Brown Bear Xing Unit 238,,,Abrhs,https://www.realtor.com/realestateandhomes-detail/238-Brown-Bear-Xing_Acton_MA_01718_M43875-38312
42.500934,-71.411936,Acton,MA,10 Blue Heron Way Unit 10,Acton Choice,Grey,Acton/Boxboro,https://www.realtor.com/realestateandhomes-detail/10-Blue-Heron-Way_Acton_MA_01720_M46088-23478
42.514008,-71.42702,Acton,MA,11 Walnut St,Choice Of Six,Rj Grey,Acton-Boxboro,https://www.realtor.com/realestateandhomes-detail/11-Walnut-St_Acton_MA_01720_M42106-36883
42.453105,-71.434082,Acton,MA,130 Parker St Apt J2,By Lottery,Acton-Boxborough Middle School,Acton- Boxborough High School,https://www.realtor.com/realestateandhomes-detail/130-Parker-St-Apt-J2_Acton_MA_01720_M38692-36063
42.478366,-71.423268,Acton,MA,95 Concord Rd,,,Abrhs,https://www.realtor.com/realestateandhomes-detail/95-Concord-Rd_Acton_MA_01720_M47982-46264
42.476811,-71.478487,Acton,MA,631 Massachusetts Ave Unit 631,To Be Determined,Acton-Boxborough Junior High,Acton-Boxborough Regional High,https://www.realtor.com/realestateandhomes-detail/631-Massachusetts-Ave_Acton_MA_01720_M46278-29108
42.491735,-71.478048,Acton,MA,4 Littlefield Rd,,Abrjhs,Abrhs,https://www.realtor.com/realestateandhomes-detail/4-Littlefield-Rd_Acton_MA_01720_M46675-61604
42.480504,-71.464677,Acton,MA,20 Joseph Reed Ln,Acton Public,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/20-Joseph-Reed-Ln_Acton_MA_01720_M49439-59951
42.44626,-71.452739,Acton,MA,63 Conant St,Mccarthy-Towne,Raymond J Grey,Acton-Boxboroug,https://www.realtor.com/realestateandhomes-detail/63-Conant-St_Acton_MA_01720_M37496-83068
42.487814,-71.404102,Acton,MA,134 Pope Rd,,,Abrhs,https://www.realtor.com/realestateandhomes-detail/134-Pope-Rd_Acton_MA_01720_M32963-49878
42.476782,-71.432229,Acton,MA,27 Forest Rd,,R.J. Grey,A.B.R.H.S.,https://www.realtor.com/realestateandhomes-detail/27-Forest-Rd_Acton_MA_01720_M30271-74826
42.456243,-71.447132,Acton,MA,30 Brewster Ln Unit 30,Acton Boxborough,Rj Grey,Acton Boxborough,https://www.realtor.com/realestateandhomes-detail/30-Brewster-Ln_Acton_MA_01720_M37502-49057
42.507909,-71.424926,Acton,MA,159 Skyline Dr Unit 159,Choice Of 5,Rj Grey,,https://www.realtor.com/realestateandhomes-detail/159-Skyline-Dr_Acton_MA_01720_M38703-81094
42.507483,-71.421738,Acton,MA,388 Great Rd Unit B14,Choice Of Six,R J Grey Jhs,Abhrs,https://www.realtor.com/realestateandhomes-detail/388-Great-Rd-14B_Acton_MA_01720_M36445-18578
42.470968,-71.453819,Acton,MA,7 Kelley Rd,,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/7-Kelley-Rd_Acton_MA_01720_M34670-58160
42.460968,-71.454704,Acton,MA,129 Main St Unit 129,Choice Of 5,Grey,Acton-Boxboro,https://www.realtor.com/realestateandhomes-detail/129-Main-St_Acton_MA_01720_M98595-76602
42.465463,-71.418468,Acton,MA,303 School St,,Raymond J. Grey Junior High,Acton-Boxboro Hs,https://www.realtor.com/realestateandhomes-detail/303-School-St_Acton_MA_01720_M34438-78743
42.495369,-71.470048,Acton,MA,60 Nashoba Rd,,Rj Grey,Abrhs,https://www.realtor.com/realestateandhomes-detail/60-Nashoba-Rd_Acton_MA_01720_M34594-81098
42.463063,-71.455018,Acton,MA,25 Nylander Way,Choice Of 5,Rj Grey,Acton Boxborough High School,https://www.realtor.com/realestateandhomes-detail/25-Nylander-Way_Acton_MA_01720_M35166-59129
42.485157,-71.458601,Acton,MA,79 Charter Rd,Choice Of 6,Rj Grey,Acton-Boxborough,https://www.realtor.com/realestateandhomes-detail/79-Charter-Rd_Acton_MA_01720_M45010-13106
